,Unnamed: 0,state_code,latitude,longitude,zip_code,id,city,Unnamed: 6,name,labels,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,state_code.1,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,object_id,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status
is_NY,0.03348536312623118,0.4268602501424601,0.2057473733844046,0.4498707372355609,0.6218023690793184,0.03400295538817225,0.02971914152921013,0.09719014913660683,0.09758239699169893,0.0599959282870211,0.13878071247343415,0.08431054331823912,0.020017600863949127,0.046922175428686264,0.12810218014200478,0.1433124715283111,0.0958139228377556,0.09280128296121225,0.04991182430581749,0.007431127420689989,0.024488152357368183,0.10479530594781739,0.42457585681313464,0.3806826995145414,1.0,0.11322473359836403,0.07864635428557233,0.19186357961912479,0.05120830170518048,0.09659647225806364,0.041790527800543084,0.000881710622119666,0.0426027006353867,0.06624254363186352,0.11831600518984632,0.04456464190524524,0.05240135462772713,0.02056878402508412,0.016157168524385798,0.03400295538817224,0.04760729774086994,0.14829807531570577,0.021333896633145076,0.06662788544971064,0.06182973091978413,0.06313223715419075,0.06839394133828602,0.015463341547608242,0.0599959282870212
is_MA,0.04302055329495854,0.04936517694362371,0.31801472961327903,0.4410307817644908,0.3923805216439178,0.04249827069102519,0.21541127305291058,0.14824080728282127,0.027798312335635178,0.08173497052375069,0.1094671808187141,0.05893753241805463,0.04962078670999121,0.022147608252921273,0.02027854903014342,0.09632464814186535,0.045427045710471896,0.028026161673143434,0.004688635004208429,0.07952696028528652,0.005667446691748466,0.017559095666130314,0.04819217153284417,0.33221607210828863,0.11322473359836403,1.0,0.06863349172344432,0.1674364631830787,0.03910839195367465,0.10430374229520298,0.030779350894887397,0.039204462193015474,0.02195419973920035,0.0064255448209369565,0.07680544283011309,0.005788267859586246,0.03905811334041339,0.04858773635658341,0.05505765174550452,0.04249827069102522,0.031772361532758205,0.07069711973493398,0.00132139554727556,0.0887965722278345,0.0686867987983269,0.03447546247381104,0.00484656276330089,0.08509467663482151,0.08173497052375082
is_TX,0.02146328558037494,0.3811832677680215,0.42388789113713,0.0661994024330571,0.05961145276538954,0.021509274609485183,0.30018978328748086,0.10592391316193923,0.019935472364576073,0.04530934449379844,0.019231521602553193,0.023467629363136518,0.00262388810793206,0.015595081375749473,0.03283762023664545,0.014965356323394142,0.010817643570703398,0.013938003467798844,0.012778823394950888,0.018920616517502514,0.0039884709246400885,0.03286286232657008,0.37948765001943524,0.23075861674420645,0.07864635428557233,0.06863349172344432,1.0,0.11630203918633784,0.03214387674673193,0.014509813545188393,0.022242500863907052,0.029635375993184686,0.05158993421644684,0.05859100669662145,0.030802909355735947,0.036430784798750365,0.0426997437782352,0.07886624815635318,0.06048246478651567,0.02150927460948518,0.007725381466690328,0.056007694828899,0.038045571607045275,0.04762021735250068,0.03956049703381201,0.037941468584401325,0.020728623422356037,0.026352163284539827,0.045309344493798503
is_otherstate,0.0022493827776608345,0.4372412189789525,0.33858951220482725,0.25780098701183873,0.10921528082583792,0.0026735365766388124,0.148515352769609,0.06128745496449887,0.013351201720347023,0.1690669561975556,0.0014455747022981517,0.10299148244956262,0.07258573531606011,0.046765744351546595,0.0810306813095371,0.029312985434691637,0.003097569906171856,0.02971825312294218,0.15784345792805557,0.06279415897848194,0.05776371263472759,0.1239085260821947,0.43435567080364196,0.5629526586284908,0.19186357961912479,0.1674364631830787,0.11630203918633784,1.0,0.010368787488590648,0.04342235339416863,0.0275353874060096,0.014369107042523565,0.05675025660682032,0.02819639595179491,0.07352821101720114,0.05588705931468063,0.006728343357969852,0.0304170682472373,0.021575142320651514,0.0026735365766388124,0.10289443466340616,0.03632576615559348,0.12878322577200849,0.10165719630911514,0.1082167862000039,0.055205818918553994,0.12822075241227682,0.15354361993621085,0.1690669561975557
category_code,0.004805726881484222,0.0024966075828738122,0.02474735045868748,0.01328347824578295,0.013283943047386452,0.005671229843872514,0.02157211764465247,0.0004256625540013467,0.004177659357180002,0.0037292642476681828,0.021684940980658658,0.009233946928468854,0.018971641254894478,0.007814091404662668,0.004393787834189742,0.04431782279312344,0.034410590846942146,0.058215122990354154,0.07221387060373942,0.09334922756712433,0.023858448908898794,0.0027011472898414773,0.0005924468270988358,0.012978357305572643,0.05120830170518048,0.03910839195367465,0.03214387674673193,0.010368787488590648,1.0,0.4080602517679506,0.5423452820664638,0.037503202573610596,0.2894199411410932,0.45071190692850915,0.17790002339086097,0.19364713177268708,0.2777189347076466,0.07121396388695735,0.03914504018074025,0.005671229843872506,0.042492067413030535,0.02946729542225844,0.05598049434590774,0.056816073496484945,0.06200777503453217,0.01990463804759556,0.011246684931082038,0.03401605491528198,0.003729264247668148
is_software,0.001366833141727491,0.023389176285349943,0.0016564471356631824,0.024856691258985823,0.002278792943320583,0.000997040084101088,0.002847059428556538,0.0006755853072375365,0.05116009458907709,0.012428896614321942,0.12362660709932752,0.003612356154574187,0.02751847966873333,0.013247852989764448,0.11679727795260904,0.1166697763083993,0.15241265202068027,0.08050974562598508,0.0877591934377794,0.017969499058391424,0.018932369522192596,0.15603758924546393,0.024815446429141085,0.03925751963794754,0.09659647225806364,0.10430374229520298,0.014509813545188393,0.04342235339416863,0.4080602517679506,1.0,0.19165178566513652,0.13637748437102074,0.13063282537300885,0.11961747256935257,0.10891631696660567,0.0743758922578096,0.08717439276232722,0.02545464628519192,0.30779990126830614,0.0009970400841010831,0.0441572373287956,0.1267636450111542,0.02764205529840745,0.07753557997198857,0.023164069360631975,0.02674275306510034,0.022242480114963128,0.03837572605962909,0.01242889661432196
is_web,0.007075521201655723,0.0036208253044913872,0.00979857940268595,0.02202362883866371,0.013814371906751777,0.006521366548604511,0.07051508392816477,0.05165934702885927,0.03677316137365821,0.0008730593541303165,0.1203926844753754,0.0026469940804325427,0.031075109418499343,0.003866430635040346,0.1666006816102235,0.2168860751675296,0.0906002123488375,0.020574676628786114,0.04220709983377832,0.09187136555206689,0.030425834449872267,0.17567201563367524,0.002178678751692377,0.024051948619492246,0.041790527800543084,0.030779350894887397,0.022242500863907052,0.0275353874060096,0.5423452820664638,0.19165178566513652,1.0,0.13153909196897712,0.1259982416463968,0.11537369088427125,0.10505219025316574,0.07173718870894238,0.0840816247622482,0.024551567835321763,0.296879794400851,0.006521366548604521,0.12075625439538089,0.15309018426636734,0.06467879568648602,0.10687487023303013,0.13097580301255363,0.08325493337494762,0.021497214554149737,0.11812285708721507,0.0008730593541302542
is_mobile,0.028278735953909465,0.027778539686926555,0.035917256598365636,0.013527159024985294,0.01536643721527176,0.028214748258677088,0.029365017838079214,0.027735042444988207,0.04849523973046915,0.007312472853709293,0.027325194978637883,0.02931486263371205,0.019879357438093808,6.735899660910102e-05,0.05465760807016495,0.010885956731869284,0.034655659281837135,0.019087888561840474,0.03405238792093903,0.1042874368412234,0.10738784224469253,0.12742744769575645,0.02668832904427265,0.0208093323350498,0.000881710622119666,0.039204462193015474,0.029635375993184686,0.014369107042523565,0.037503202573610596,0.13637748437102074,0.13153909196897712,1.0,0.0896590823366035,0.08209875880253238,0.07475408269571257,0.05104746244873863,0.059831639069301175,0.0174706489017323,0.21125667773174847,0.028214748258677088,0.06804900530936728,0.043437380051141214,0.037632796080366425,0.02392482369473367,0.005479216360452569,0.027480194896258723,0.030932550910814552,0.0400632023324755,0.007312472853709367
is_enterprise,0.04263969041242014,0.032891504883005136,0.002291154789570368,0.0032439623365067946,0.02459729811403899,0.04291212768270547,0.051041831958425,0.01929243098496448,0.010800262123029083,0.07377229844178095,0.08945230765240907,0.0644823529177207,0.02182939840844272,0.01587994803014635,0.04732564327462245,0.006886751292057492,0.006352410266278849,0.0009495535549087925,0.0896212665093738,0.07883941915655268,0.010945509936609487,0.0836569073045298,0.03183126322628391,0.02827938088676704,0.0426027006353867,0.02195419973920035,0.05158993421644684,0.05675025660682032,0.2894199411410932,0.13063282537300885,0.1259982416463968,0.0896590823366035,1.0,0.07864049459084277,0.07160519990339084,0.048897178874919144,0.057311337676952796,0.01673472888621565,0.20235786587714558,0.042912127682705456,0.044478352934927426,0.013029011532793957,0.04743190925476401,0.060594055279094776,0.009456028220973061,0.02309962135999743,0.013606154064437099,0.0093998335332613,0.07377229844178099
is_advertising,0.07513111348517958,0.012464862090112635,0.05457544341296643,0.03999765988054905,0.04676396238877471,0.07433042404211265,0.0764926042808473,0.08667541812912155,0.01902904580379447,0.04435485062095593,0.024980656818828283,0.0353879657453943,0.04556400094232645,0.022436563217524026,0.071336214183287,0.05683655190264097,0.0022129157753784986,0.01035463778250099,0.11081973321294403,0.0008668954135023574,0.01501254136278742,0.06485163647269675,0.013327573340821958,0.0024890907347405278,0.06624254363186352,0.0064255448209369565,0.05859100669662145,0.02819639595179491,0.45071190692850915,0.11961747256935257,0.11537369088427125,0.08209875880253238,0.07864049459084277,1.0,0.06556723404557542,0.04477402166023939,0.05247867328070704,0.015323606205305687,0.18529444189571578,0.07433042404211265,0.03895113225856733,0.04187203136346604,0.06489803724539511,0.014925121597760096,0.0057131279398196155,0.0603907436131803,0.025970369799550835,0.0460280917306488,0.044354850620955955
is_gamesvideo,0.06502026774574783,0.0014844081897206645,0.033159596226787914,0.02556905663978288,0.034719732303830374,0.06494680257902029,0.01012866679633238,0.05383445660035716,0.018524950618167425,0.0258927539217619,0.043581319316393245,0.053451277278252746,0.043624316236623994,0.002367031387867991,0.06378745998497125,0.0786738691679528,0.09418871727903978,0.056627327010477214,0.01685082616691339,0.003951315405680638,0.011830223460979082,0.0718921875065648,0.0006662875215716638,0.04295066456503497,0.11831600518984632,0.07680544283011309,0.030802909355735947,0.07352821101720114,0.17790002339086097,0.10891631696660567,0.10505219025316574,0.07475408269571257,0.07160519990339084,0.06556723404557542,1.0,0.040768471614286074,0.04778385373185753,0.013952733782774562,0.16871772770456267,0.06494680257902029,0.059716525373982136,0.040561659416766836,0.04302309169921003,0.01545260625014326,0.012368693721255538,0.002871980783655928,0.028481029334466848,0.0010108046207183516,0.02589275392176192
is_ecommerce,0.02613243617187999,0.05115269477360775,0.04162754615930238,0.0430919091014195,0.052912929577148535,0.025869098730563027,0.02216851700376313,0.007602500388615744,0.01066465097210016,0.07219320069285776,0.06600717214993633,0.07792107199329576,0.04179424187291011,0.005321224038968353,0.07157952121081454,0.10866156095406702,0.08593968937748174,0.10985268549296352,0.03103504981535846,0.05172302843601307,0.010789856537947529,0.004819060639769361,0.0504667086500887,0.056023542588378133,0.04456464190524524,0.005788267859586246,0.036430784798750365,0.05588705931468063,0.19364713177268708,0.0743758922578096,0.07173718870894238,0.05104746244873863,0.048897178874919144,0.04477402166023939,0.040768471614286074,1.0,0.032630250965181226,0.009527929822009321,0.115212595203568,0.025869098730563027,0.0021748659795209463,0.055687305123769064,0.009386899676995736,0.0793521723831679,0.04457900593117282,0.03323772896077097,0.05306949969148937,0.05492549901590805,0.07219320069285784
is_biotech,0.0042244827200345015,0.05153340196805695,0.012956424234103689,0.028075392928819755,0.005708122175119779,0.00391135958874726,0.0056964957281962865,0.022803280051685686,0.04863904661181884,0.00010430465294687662,0.13445426347126607,0.005696746555026519,0.019752626625195082,0.018158260033438952,0.19065275726158,0.189788214669471,0.06795714559537726,0.001892018926949765,0.06824837696353336,0.018320836588794836,0.02608179738109031,0.1811038838564807,0.05205433705876005,0.023741734736277453,0.05240135462772713,0.03905811334041339,0.0426997437782352,0.006728343357969852,0.2777189347076466,0.08717439276232722,0.0840816247622482,0.059831639069301175,0.057311337676952796,0.05247867328070704,0.04778385373185753,0.032630250965181226,1.0,0.011167482786447094,0.135038218978654,0.0039113595887472685,0.03573225998613903,0.10109195655555762,0.0722102488582446,0.01961768751990924,0.055520595789702566,0.0693346853631135,0.0664798183162861,0.036358640792505045,0.00010430465294687365
is_consulting,0.04092876245061355,0.02142029010929908,0.03390520984715186,0.02124415548274863,0.021076394066178592,0.04116716781473971,0.11039974687816692,0.0211735591403614,0.060668355382020867,0.00237307892735364,0.03634441387707449,0.006484552945758074,0.04141988406873449,0.030327959267848856,0.012596202769394008,0.02971207301976012,0.06336658946508274,0.0476020496062829,0.07828929880927377,0.028304457262357897,0.0018287561596000274,0.006833044120317585,0.02117557840179832,0.02222388644810717,0.02056878402508412,0.04858773635658341,0.07886624815635318,0.0304170682472373,0.07121396388695735,0.02545464628519192,0.024551567835321763,0.0174706489017323,0.01673472888621565,0.015323606205305687,0.013952733782774562,0.009527929822009321,0.011167482786447094,1.0,0.039430731779865,0.04116716781473971,0.04148381717164027,0.03337385891756518,0.018109048481456006,0.006884895414741989,0.05859392725755601,0.01900028500641269,0.030638574970072854,0.027718054648882245,0.002373078927353633
is_othercategory,0.006242516813280845,0.01347903958766369,0.0396561594182372,0.046559871413079386,0.06832382932750623,0.006442454096363562,0.027945064724173383,0.07037111365758618,0.0012295259996213184,0.04240769217030672,0.07113243538505147,0.018449745649698746,0.05520495756107258,0.020652559300009084,0.11564858988583496,0.09191826711285045,0.03164689119594669,0.001842772399492645,0.07396253275364348,0.012769200284256777,0.011932406916262402,0.1364822051792907,0.008618103974315039,0.031408421748021505,0.016157168524385798,0.05505765174550452,0.06048246478651567,0.021575142320651514,0.03914504018074025,0.30779990126830614,0.296879794400851,0.21125667773174847,0.20235786587714558,0.18529444189571578,0.16871772770456267,0.115212595203568,0.135038218978654,0.039430731779865,1.0,0.006442454096363576,0.023819804774949622,0.06846627575422871,0.10392091028477418,0.023138151330852046,0.0635061181900663,0.03323610662744073,0.0840561892747395,0.05794271490491432,0.04240769217030681
object_id,0.9999324284948351,0.05268594274410141,0.05506411812087094,0.023512476946213764,0.030989214049433507,1.0,0.01357976537755601,0.24426633993193395,0.04989992603227008,0.06789694489932922,0.037423083476252755,0.05498073120585722,0.06555380447692113,0.0001971670773950783,0.004897536352028792,0.11683413076676,0.13522109318649997,0.13192629533126013,0.07957767189769703,0.11834805779009534,0.06425834524975896,0.00012586732204019306,0.05794646285157563,0.04282352937923227,0.03400295538817224,0.04249827069102522,0.02150927460948518,0.0026735365766388124,0.005671229843872506,0.0009970400841010831,0.006521366548604521,0.028214748258677088,0.042912127682705456,0.07433042404211265,0.06494680257902029,0.025869098730563027,0.0039113595887472685,0.04116716781473971,0.006442454096363576,1.0,0.040308672575281305,0.13403089728522,0.07654741391520346,0.13490749738517574,0.09094940157229177,0.08118994024627224,0.02651464464349257,0.025578243277741348,0.06789694489932925
has_VC,0.04005701193254431,0.018315352992394777,0.03104452013825976,0.02485162072756176,0.018437884044234937,0.040308672575281305,0.08138656328584308,0.017569227109422356,0.051953730873186596,0.05651536438024581,0.10428846157898912,0.060055824349420306,0.03598785997882088,0.02092434840565517,0.16814015549084063,0.3510441003954636,0.1095659845835532,0.08958896734145197,0.028938428530062635,0.3348322487696764,0.010060076153460116,0.09333842650331906,0.015950344954753164,0.06858689930832511,0.04760729774086994,0.031772361532758205,0.007725381466690328,0.10289443466340616,0.042492067413030535,0.0441572373287956,0.12075625439538089,0.06804900530936728,0.044478352934927426,0.03895113225856733,0.059716525373982136,0.0021748659795209463,0.03573225998613903,0.04148381717164027,0.023819804774949622,0.040308672575281305,1.0,0.20496840757008092,0.19853171845683892,0.004979721719492191,0.05952032959354124,0.023127904929284432,0.043070423474193945,0.09645615751515357,0.056515364380245764
has_angel,0.13404414505395204,0.07737238061881019,0.028891038690209613,0.10200077801699645,0.12537616620300868,0.13403089728522,0.06812792052470487,0.060083438644494065,0.008369149134652157,0.07284034777005964,0.3048294658040308,0.031180738256998596,0.0006417529482083443,0.04752578003251133,0.3459850315832124,0.35446993466354604,0.2789602635764042,0.24942723443994472,0.060624616843361956,0.010605934503698034,0.05964978012430595,0.12825547860340733,0.07522804886224888,0.059741003301414415,0.14829807531570577,0.07069711973493398,0.056007694828899,0.03632576615559348,0.02946729542225844,0.1267636450111542,0.15309018426636734,0.043437380051141214,0.013029011532793957,0.04187203136346604,0.040561659416766836,0.055687305123769064,0.10109195655555762,0.03337385891756518,0.06846627575422871,0.13403089728522,0.20496840757008092,1.0,0.14132640607734043,0.2911937681105719,0.2514617824246883,0.12804581936068443,0.03831820798995746,0.22277745357598883,0.07284034777005975
has_roundA,0.07656838229200351,0.0477770582586724,0.033071605007662486,0.06628797932852733,0.01656051161443695,0.07654741391520346,0.023003365601309122,0.17803236080200044,0.04631249556254594,0.18430662275442394,0.09164367012554528,0.1391717212070916,0.09167578376457963,0.0170047312029568,0.29308138311405635,0.09976221344356266,0.014977409332613746,0.11330613300343222,0.31712996256125026,0.26059814625101313,0.023720657592370083,0.31998634736196013,0.04437659525258913,0.07615149295583352,0.021333896633145076,0.00132139554727556,0.038045571607045275,0.12878322577200849,0.05598049434590774,0.02764205529840745,0.06467879568648602,0.037632796080366425,0.04743190925476401,0.06489803724539511,0.04302309169921003,0.009386899676995736,0.0722102488582446,0.018109048481456006,0.10392091028477418,0.07654741391520346,0.19853171845683892,0.14132640607734043,1.0,0.24438584699924304,0.0063933004893449085,0.0777504477639789,0.06483060090197207,0.16235390510633507,0.18430662275442408
has_roundB,0.13528909276187165,0.12167201158068618,0.011800956237954881,0.0670169997539495,0.04859906016589104,0.13490749738517574,0.004274337929577052,0.13595567881548087,0.01574577804053609,0.20825724989959254,0.09773434631329139,0.15852384181160883,0.0297787613011786,0.01669792328325808,0.06053169983942187,0.25892809727641786,0.1908237191154243,0.26176699198365133,0.2850149673653228,0.44445389850521805,0.020118713392383244,0.19516192236739954,0.1172140300436533,0.09333728159281703,0.06662788544971064,0.0887965722278345,0.04762021735250068,0.10165719630911514,0.056816073496484945,0.07753557997198857,0.10687487023303013,0.02392482369473367,0.060594055279094776,0.014925121597760096,0.01545260625014326,0.0793521723831679,0.01961768751990924,0.006884895414741989,0.023138151330852046,0.13490749738517574,0.004979721719492191,0.2911937681105719,0.24438584699924304,1.0,0.3132839357798654,0.08828004455913213,0.008049539954217082,0.3051833887628251,0.2082572498995924
has_roundC,0.09092203794736803,0.06580509488728628,0.05776224141572402,0.042309068827127934,0.04997121196247592,0.09094940157229177,0.01650265464873597,0.12075218289084111,0.01370924609768213,0.16590151045907955,0.10135029507523913,0.12733831611656404,0.07420787027718372,0.005022064603481749,0.03338822598329237,0.317468839046633,0.20907618731577335,0.27881391858903243,0.25984224540946244,0.44092265052525575,0.04540495015373887,0.08532940468700136,0.06747463145318897,0.07475209520697301,0.06182973091978413,0.0686867987983269,0.03956049703381201,0.1082167862000039,0.06200777503453217,0.023164069360631975,0.13097580301255363,0.005479216360452569,0.009456028220973061,0.0057131279398196155,0.012368693721255538,0.04457900593117282,0.055520595789702566,0.05859392725755601,0.0635061181900663,0.09094940157229177,0.05952032959354124,0.2514617824246883,0.0063933004893449085,0.3132839357798654,1.0,0.3128923619666701,0.13272268893216926,0.23486186001177822,0.16590151045907955
has_roundD,0.08112284941689944,0.0883546062466274,0.01882500904301562,0.042854241243169375,0.06857867455062876,0.08118994024627224,0.00674729718729231,0.0508457326684917,0.04107802328743114,0.13994040612339817,0.09514039554459382,0.10440724551562115,0.015374559350787381,0.010707567716077204,0.1213378189106496,0.3123395269864715,0.2531210416896129,0.25263623925439205,0.20748753171319712,0.32361989076545467,0.04514614176705045,0.020663092156285243,0.08923920541564472,0.08300787409452129,0.06313223715419075,0.03447546247381104,0.037941468584401325,0.055205818918553994,0.01990463804759556,0.02674275306510034,0.08325493337494762,0.027480194896258723,0.02309962135999743,0.0603907436131803,0.002871980783655928,0.03323772896077097,0.0693346853631135,0.01900028500641269,0.03323610662744073,0.08118994024627224,0.023127904929284432,0.12804581936068443,0.0777504477639789,0.08828004455913213,0.3128923619666701,1.0,0.18637394618557557,0.152299870731897,0.13994040612339825
avg_participants,0.026712999948274557,0.062290437322657655,0.018175763393517317,0.04519081956424709,0.025869916492272518,0.02651464464349257,0.012827046414399324,0.028462574270820686,0.012710254114838714,0.18599162866024163,0.05096947498753563,0.1590016316400799,0.044972238080852024,0.05697408395867815,0.11436318258905893,0.12289257563058227,0.05570447185301767,0.08348007649703415,0.1150611195874812,0.043043710240882764,0.046250228404400844,0.04353315328970747,0.06273457055615841,0.06915786270460401,0.06839394133828602,0.00484656276330089,0.020728623422356037,0.12822075241227682,0.011246684931082038,0.022242480114963128,0.021497214554149737,0.030932550910814552,0.013606154064437099,0.025970369799550835,0.028481029334466848,0.05306949969148937,0.0664798183162861,0.030638574970072854,0.0840561892747395,0.02651464464349257,0.043070423474193945,0.03831820798995746,0.06483060090197207,0.008049539954217082,0.13272268893216926,0.18637394618557557,1.0,0.33158103452730747,0.18599162866024166
is_top500,0.02601912984306865,0.11437513084556065,0.03267465823870845,0.09191315862195848,0.06775573603210762,0.025578243277741348,0.010255284306393194,0.07394043073130799,0.033194653443616016,0.3106518012598112,0.1353235735481169,0.23467966023370881,0.04933120095925442,0.05223870225206359,0.050637612189442446,0.20072730379696885,0.15532909909640463,0.20685890807331334,0.22220701292843645,0.2593448859649106,0.04897810750016537,0.17141230101890928,0.1124669416782263,0.09867730455125333,0.015463341547608242,0.08509467663482151,0.026352163284539827,0.15354361993621085,0.03401605491528198,0.03837572605962909,0.11812285708721507,0.0400632023324755,0.0093998335332613,0.0460280917306488,0.0010108046207183516,0.05492549901590805,0.036358640792505045,0.027718054648882245,0.05794271490491432,0.025578243277741348,0.09645615751515357,0.22277745357598883,0.16235390510633507,0.3051833887628251,0.23486186001177822,0.152299870731897,0.33158103452730747,1.0,0.3106518012598112
status,0.06872140708417486,0.07834125723654436,0.046560372450019184,0.03609153863896414,0.021487612566807333,0.06789694489932925,0.0004237764004015163,0.1220967020467165,0.023099009023827725,0.9999999999999999,0.025994467243062213,0.7956783478023095,0.0234077818814993,0.023741522713313618,0.07563749164834677,0.0737308726935192,0.16227935692664316,0.2658705105325454,0.36043364377099657,0.20604941103039962,0.040175733566933325,0.3282600523169129,0.08265254977796015,0.07721700761508825,0.0599959282870212,0.08173497052375082,0.045309344493798503,0.1690669561975557,0.003729264247668148,0.01242889661432196,0.0008730593541302542,0.007312472853709367,0.07377229844178099,0.044354850620955955,0.02589275392176192,0.07219320069285784,0.00010430465294687365,0.002373078927353633,0.04240769217030681,0.06789694489932925,0.056515364380245764,0.07284034777005975,0.18430662275442408,0.2082572498995924,0.16590151045907955,0.13994040612339825,0.18599162866024166,0.3106518012598112,1.0
